"Pozo","Estado","Acuífero","Elev.Brocal","Latitud","Longitud","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"E_13","Baja California Sur","SAN JOSÉ DEL CABO","4.95","23.058833","-109.6825","","2.85","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNA_SI_29","Baja California Sur","SAN IGNACIO","18.26","27.240981","-113.318625","","","","","","","","","","","","","","6.7","","","","","","","","","","","","","","","",""
"CNA_SI_28","Baja California Sur","SAN IGNACIO","14.81","27.231333","-113.283672","","","","","","","","","","","","","","5.3","","","","","","","","","","","","","","","",""
"CNA_SI_27","Baja California Sur","SAN IGNACIO","46.98","27.339114","-113.323797","25.07","24.7","","","21.59","","","","","23.62","","","","","","","","","","","","","","","","","","","",""
"CNA_SI_26","Baja California Sur","SAN IGNACIO","39.93","27.313489","-113.338842","","","","","16.28","17.82","","","17.32","17.13","17.07","16.17","","17.26","","17.36","","","","","","","","","","","","","",""
"CNA_SI_25","Baja California Sur","SAN IGNACIO","41.18","27.325","-113.341833","","","","","","","","","","","","","","25.91","","","","","","","","","","","","","","","",""
"CNA_SI_24","Baja California Sur","SAN IGNACIO","43.42","27.331067","-113.334714","","","","","19.9","19.75","","","22.72","20.87","21.4","21.37","","","","27.5","","","","","","","","","","","","","",""
"CNA_SI_23","Baja California Sur","SAN IGNACIO","73.84","27.349197","-113.218147","","","","","","","","","","","","","","46.28","","","","","","","","","","","","","","","",""
"CNA_SI_22","Baja California Sur","SAN IGNACIO","72.60","27.356592","-113.228275","","","","","39.31","39.28","","","37.59","41.32","38.16","38.4","","37.67","","39.5","","","","","","","","","","","","","",""
"CNA_SI_19","Baja California Sur","SAN IGNACIO","80.85","27.384167","-113.220833","","","","","52.35","","","","","54.09","52.52","52.56","","","","","","","","","","","","","","","","","",""
"CNA_SI_18","Baja California Sur","SAN IGNACIO","125.84","27.295467","-112.879439","","","","","","","","","","","","","","4.23","","","","","","","","","","","","","","","",""
"CNA_SI_17","Baja California Sur","SAN IGNACIO","140.58","27.283072","-112.860933","","","","","","","","","","","","","","17.5","","","","","","","","","","","","","","","",""
"CNA_SI_16","Baja California Sur","SAN IGNACIO","100.37","27.138161","-112.904758","","","","","","","","","","","","","","3.7","","","","","","","","","","","","","","","",""
"CNA_SI_15","Baja California Sur","SAN IGNACIO","155.38","27.180833","-112.861736","","","","","","","","","","","","","","3.01","","","","","","","","","","","","","","","",""
"CNA_SI_14","Baja California Sur","SAN IGNACIO","120.40","27.282964","-112.894144","","","","","","","","","","","","","","6.93","","","","","","","","","","","","","","","",""
"CNA_SI_13","Baja California Sur","SAN IGNACIO","123.46","27.281731","-112.895328","","","","","","","","","","","","","","8.3","","","","","","","","","","","","","","","",""
"CNA_SI_12","Baja California Sur","SAN IGNACIO","116.41","27.294214","-112.909675","","","","","","","","","","","","","","8.38","","","","","","","","","","","","","","","",""
"CNA_SI_10","Baja California Sur","SAN IGNACIO","126.15","27.301278","-112.886069","","","","","","","","","","","","","3.88","3.88","","","","","","","","","","","","","","","",""
"CNA_SI_09","Baja California Sur","SAN IGNACIO","179.87","27.326297","-112.762769","","","","","48.7","","","","48.78","49.24","49.06","49.3","","49.7","","48.88","","","","","","","","","","","","","",""
"CNA_SI_08","Baja California Sur","SAN IGNACIO","169.33","27.30795","-112.771106","","","","","","","","","","","","","","42.73","","","","","","","","","","","","","","","",""
"CNA_SI_07","Baja California Sur","SAN IGNACIO","194.27","27.357575","-112.768544","63.48","","","","61.73","61.73","","64.28","64.28","","","64.4","","","","50.44","","","","","","","","","","","","","",""
"CNA_SI_06","Baja California Sur","SAN IGNACIO","198.88","27.354031","-112.763031","63.95","64.56","","","64.75","62.22","","","64.46","64.86","64.6","64.8","","67","","64.67","","","","","","","","","","","","","",""
"CNA_SI_05","Baja California Sur","SAN IGNACIO","178.35","27.346264","-112.768661","","58.97","","","59.35","57.16","","","49.46","59.85","59.49","59.49","","","","53.12","","","","","","","","","","","","","",""
"CNA_SI_04","Baja California Sur","SAN IGNACIO","178.91","27.331878","-112.772847","49.56","","","","50.08","48","","","50.08","50.38","46.94","51.06","","52.17","","","","","","","","","","","","","","","",""
"CNA_SI_03","Baja California Sur","SAN IGNACIO","184.24","27.33595","-112.762753","52.45","51.58","","","","","","","39.89","","","","53.97","","","","","","","","","","","","","","","","",""
"CNA_SI_02","Baja California Sur","SAN IGNACIO","286.44","27.319406","-112.653197","","","","","","","","","","","","","","66.89","","","","","","","","","","","","","","","",""
"CNA_SI_01","Baja California Sur","SAN IGNACIO","397.66","27.404522","-112.595408","","","","","","","","","","","","","","98.64","","","","","","","","","","","","","","","",""
"CNA_0337-08","Baja California Sur","SANTA ROSALÍA","5.17","27.321278","-112.247528","","","","","","","","","","","","","","","5.2","","","5","","","","","","","","","","","",""
"CNA_0337-02","Baja California Sur","SANTA ROSALÍA","2.62","27.372864","-112.294","","","","","","","","","","","","","","","3.35","","","2.7","","","","","","","","","","","",""
"CNA_0337-01","Baja California Sur","SANTA ROSALÍA","41.97","27.330144","-112.280556","","","","","","","","","","","","","","","30","","","32.08","","","","","","","","","","","",""
"CNA_0336_06","Baja California Sur","SANTA ÁGUEDA","151.11","27.259564","-112.353","","","","","","","","","","","","","","","9.4","","","9.32","","","","","","","","","","","",""
"CNA_0336_03","Baja California Sur","SANTA ÁGUEDA","117.88","27.259314","-112.332889","","","","","","","","","","","","","","","4.22","","","4.08","","","","","","","","","","","",""
"CNA_0336-13","Baja California Sur","SANTA ÁGUEDA","5.33","27.31545","-112.2435","","","","","","","","","","","","","","","5.8","","","6.07","","","","","","","","","","","",""
"CNA_0336-11","Baja California Sur","SANTA ÁGUEDA","55.34","27.29145","-112.259472","","","","","","","","","","","","","","","45","","","43.94","","","","","","","","","","","",""
"CNA_0336-09","Baja California Sur","SANTA ÁGUEDA","342.77","27.1599","-112.474361","","","","","","","","","","","","","","","4.86","","","6.39","","","","","","","","","","","",""
"CNA_0336-08","Baja California Sur","SANTA ÁGUEDA","282.63","27.197758","-112.440667","","","","","","","","","","","","","","","2.83","","","1.65","","","","","","","","","","","",""
"CNA_0318_19","Baja California Sur","CABO PULMO","397.64","23.318797","-109.544833","","","","","","","","","","","","","","","8.65","","","","","","","","","","","","","","",""
"CNA_0318_17","Baja California Sur","CABO PULMO","5.24","23.101047","-109.558056","","","","","","","","","","","","","","","3.1","","","","","","","","","","","","","","",""
"CNA_0318_16","Baja California Sur","CABO PULMO","75.94","23.129236","-109.630778","","","","","","","","","","","","","","","4.1","","","","","","","","","","","","","","",""
"CNA_0318_13","Baja California Sur","CABO PULMO","203.82","23.226606","-109.513361","","","","","","","","","","","","","","","7.75","","","","","","","","","","","","","","",""
"CNA_0318_12","Baja California Sur","CABO PULMO","3.64","23.220978","-109.451439","","","","","","","","","","","","","","","3.8","","","","","","","","","","","","","","",""
"CNA_0318_11","Baja California Sur","CABO PULMO","173.23","23.420411","-109.475722","","","","","","","","","","","","","","","19.47","","","","","","","","","","","","","","",""
"CNA_0318_10","Baja California Sur","CABO PULMO","264.43","23.3624","-109.489333","","","","","","","","","","","","","","","3.8","","","","","","","","","","","","","","",""
"CNA_0318_08","Baja California Sur","CABO PULMO","9.31","23.289972","-109.436278","","","","","","","","","","","","","","","8.81","","","","","","","","","","","","","","",""
"CNA_0318_07","Baja California Sur","CABO PULMO","9.12","23.503031","-109.471028","","","","","","","","","","","","","","","9.3","","","","","","","","","","","","","","",""
"CNA_0318_06","Baja California Sur","CABO PULMO","5.85","23.379989","-109.431306","","","","","","","","","","","","","","","5.94","","","","","","","","","","","","","","",""
"CNA_0317_28","Baja California Sur","CABO SAN LUCAS","14.51","22.961869","-109.80375","","","","","","","","","","","","","","10.91","9.2","","","","","","","","","","","","","","",""
"CNA_0317_27","Baja California Sur","CABO SAN LUCAS","74.32","22.976164","-109.852156","","","","","","","","","","","","0.59","","0.71","0.6","","","","","","","","","","","","","","",""
"CNA_0317_24","Baja California Sur","CABO SAN LUCAS","38.15","22.905339","-109.892917","","","","","","","","","","","17.62","8.31","","17.71","18.4","","","","","","","","","","","","","","",""
"CNA_0317_21","Baja California Sur","CABO SAN LUCAS","87.17","22.899269","-109.908833","","","","","","","","","","","18.21","18.21","","17.88","17.5","","","","","","","","","","","","","","",""
"CNA_0317_17","Baja California Sur","CABO SAN LUCAS","61.77","22.890519","-109.907278","","","","","","","","","","","7.83","","","7.92","7.97","","","","","","","","","","","","","","",""
"CNA_0317_14","Baja California Sur","CABO SAN LUCAS","197.01","22.939669","-110.003181","","","","","","","","","","","","3.44","","2.59","3.15","","","","","","","","","","","","","","",""
"CNA_0317_11","Baja California Sur","CABO SAN LUCAS","244.98","22.964036","-109.885911","","","","","","","","","","","","3.33","","6.06","5.5","","","","","","","","","","","","","","",""
"CNA_0317_08","Baja California Sur","CABO SAN LUCAS","158.85","23.016581","-109.958611","","","","","","","","","","","8.85","3.14","","9.01","11.03","","","","","","","","","","","","","","",""
"CNA_0317_07","Baja California Sur","CABO SAN LUCAS","47.24","23.031667","-109.954556","","","","","","","","","","","","21.68","","23.03","25","","","","","","","","","","","","","","",""
"CNA_0317_03","Baja California Sur","CABO SAN LUCAS","95.60","23.08205","-109.894","","","","","","","","","","","","2.84","","","3.83","","","","","","","","","","","","","","",""
"CNA_0305_17","Baja California Sur","MEZQUITAL SECO","21.74","25.764489","-111.966678","","","","","","","","","","","","","","","8.13","","","","","","","","","","","","","","",""
"CNA_0305_15","Baja California Sur","MEZQUITAL SECO","18.17","25.756378","-112.001206","","","","","","","","","","","","","","","14.23","","","","","","","","","","","","","","",""
"CNA_0305_13","Baja California Sur","MEZQUITAL SECO","26.51","25.789875","-112.049125","","","","","","","","","","","","","","","24.34","","","","","","","","","","","","","","",""
"CNA_0305_11","Baja California Sur","MEZQUITAL SECO","36.57","25.804125","-112.026042","","","","","","","","","","","","","","","32.48","","","","","","","","","","","","","","",""
"CNA_0305_08","Baja California Sur","MEZQUITAL SECO","15.80","25.679686","-112.066208","","","","","","","","","","","","","","","14.6","","","","","","","","","","","","","","",""
"CNA_0305_06","Baja California Sur","MEZQUITAL SECO","33.83","25.701656","-111.981306","","","","","","","","","","","","","","","31.6","","","","","","","","","","","","","","",""
"CNA_0305_04","Baja California Sur","MEZQUITAL SECO","38.53","25.681158","-111.944556","","","","","","","","","","","","","","","34.5","","","","","","","","","","","","","","",""
"CNA_0304_31","Baja California Sur","LA PURÍSIMA","14.51","25.85165","-112.051958","","","","","","","","","","","","","","","6.27","","","","","","4.75","","","","","","","","",""
"CNA_0304_26","Baja California Sur","LA PURÍSIMA","38.15","25.993478","-112.09785","","","","","","","","","","","","","","","46.96","","","","","","64.47","","","","","","","","",""
"CNA_0304_23","Baja California Sur","LA PURÍSIMA","87.17","26.064447","-112.075406","","","","","","","","","","","","","","","6.26","","","","","","4.71","","","","","","","","",""
"CNA_0304_21","Baja California Sur","LA PURÍSIMA","61.77","26.052781","-112.123017","","","","","","","","","","","","","","","14.57","","","","","","15.31","","","","","","","","",""
"CNA_0304_17","Baja California Sur","LA PURÍSIMA","197.01","26.320381","-111.952297","","","","","","","","","","","","","","","12.04","","","","","","","","","","","","","","",""
"CNA_0304_11","Baja California Sur","LA PURÍSIMA","244.98","26.388544","-112.160714","","","","","","","","","","","","","","","43.55","","","","","","","","","","","","","","",""
"CNA_0304_08","Baja California Sur","LA PURÍSIMA","158.85","26.310381","-112.161464","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","","","",""
"CNA_0304_03","Baja California Sur","LA PURÍSIMA","47.24","26.082556","-112.1526","","","","","","","","","","","","","","","9.2","","","","","","2.5","","","","","","","","",""
"CNA_0304_02","Baja California Sur","LA PURÍSIMA","95.60","26.195692","-112.060183","","","","","","","","","","","","","","","5.98","","","","","","6.6","","","","","","","","",""
"CNA-VIZ-40","Baja California Sur","VIZCAÍNO","193.00","27.953122","-113.389869","","","","","26.19","","","","","","","93.45","","94.12","","","","","","","","","","","","","","","",""
"CNA-VIZ-39","Baja California Sur","VIZCAÍNO","130.75","27.929439","-113.567753","","","","","37.7","","","","","","","89.22","","89.61","","","","","","","","","","","","","","","",""
"CNA-VIZ-16A","Baja California Sur","VIZCAÍNO","35.00","27.514389","-113.561083","","","","","40.67","","","10.8","","10.88","","10.96","10.96","11.18","","","","","","","","","","","","","","","",""
"CNA-VIZ-08","Baja California Sur","VIZCAÍNO","4.62","27.917167","-113.963639","","","","4.2","4.2","4.26","","4.17","4.15","4.09","4.1","3.8","4","4.18","","3.93","3.96","","","","","","","","","","","","",""
"CNA-VIZ-03","Baja California Sur","VIZCAÍNO","24.00","27.529725","-113.677544","","","","","5.79","","","","","","","5.65","5.64","5.7","","","","","","","","","","","","","","","",""
"CNA-SI-20","Baja California Sur","SAN IGNACIO","87.69","27.382339","-113.210964","","","","","47.87","51.9","","","53.85","49.95","","47.7","","60","","52.45","","","","","","","","","","","","","",""
"CNA-0304-27","Baja California Sur","LA PURÍSIMA","74.32","25.969283","-112.009986","","","","","","","","","","","","","","","5.72","","","","","","","","","","","","","","",""
"CIPRIANO RODRÍGUEZ FIGUEROA","Baja California Sur","EL CARRIZAL","191.48","23.794918","-110.297046","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.32","",""
"BUEN SUR","Baja California Sur","LA PAZ","198.00","23.929278","-110.255333","1","","","","","","","","","18.27","16.55","","16.31","18.7","19.05","20.04","20.18","18.7","17.4","","17.54","","","","","","18.79","","",""
"BOLA DE FUEGO","Baja California Sur","LA PAZ","29.00","24.056667","-110.392222","","","","","","","","","","","","31.7","31.9","31.49","31.96","32.2","32.22","31.49","32.41","","32.21","","","","","","35.01","","",""
"Alvaro Obregon","Baja California Sur","LA PAZ","415.00","23.863611","-110.168056","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","1.9","","",""
"AGRICOLA PENINSULA DE LA PAZ","Baja California Sur","EL CARRIZAL","206.68","23.794724","-110.283081","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.98","",""
"9","Baja California Sur","SANTO DOMINGO","36.64","25.379167","-111.769167","","46.72","46.57","47.06","48.1","47.23","47.96","52.19","50.72","","52.19","50.73","","","","53.21","","54.5","","","","","","","","","","","",""
"80_30","Baja California Sur","SANTO DOMINGO","74.38","25.045333","-111.559667","","40.08","40.22","37","40.97","","","41.72","41.35","","40.77","40.8","51.4","40.35","41.1","41.5","42.28","41.93","","","","","","","","","","","",""
"79-26A","Baja California Sur","SANTO DOMINGO","78.38","25.185333","-111.569167","","50.98","51.4","50.98","51.6","51.74","52.63","52.12","53.37","","54.35","53.9","53.82","55.4","","","","","","","","","","","","","","","",""
"78_17B","Baja California Sur","SANTO DOMINGO","80.98","25.249667","-111.548","","58.36","58","59.56","59.27","59.7","60.33","","","","60.19","59.95","60.4","60.72","","","","","","","","","","","","","","","",""
"77_15","Baja California Sur","SANTO DOMINGO","61.79","25.249167","-111.63","","70.69","72.3","72.9","74.8","","","","76.2","","74.17","74.4","","76.18","","77.53","78.5","77","","78","","","","","","","","","",""
"76_9B","Baja California Sur","SANTO DOMINGO","61.79","25.328833","-111.6305","","41.67","41.15","67.91","42.49","41.97","43.34","44.8","43","","43.36","42.12","42.85","43.4","43","44.41","44.85","44.72","","44.8","","","","","","","","","",""
"76_7B","Baja California Sur","SANTO DOMINGO","51.25","25.353833","-111.6555","","35.81","35.25","35.41","37.7","36.73","37.74","37.8","38.2","","37.8","37.13","38.03","37.9","","","","","","","","","","","","","","","",""
"76_19_85","Baja California Sur","SANTO DOMINGO","30.50","25.429667","-111.786667","","37.7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73_49_1","Baja California Sur","SANTO DOMINGO","14.16","24.7725","-111.67","","23.8","23.84","23.71","23.5","23.78","27.15","22.45","22.75","","22.5","22.85","23.12","","23.38","22.75","23.1","22.05","","22.8","","","","","","","","","",""
"7","Baja California Sur","SANTO DOMINGO","20.87","25.408833","-111.888333","","26.19","26.6","42.85","26.59","26.57","26.8","27.2","27","","27.07","27.92","28.49","28.07","28.1","28","38.25","28.4","","29.25","","","","","","","","","",""
"62-R","Baja California Sur","VIZCAÍNO","43.00","27.529192","-113.520469","","","","","","","","","","","","","15.22","","","","","","","","","","","","","","","","15.87",""
"5_C5R","Baja California Sur","SANTO DOMINGO","24.50","25.388333","-111.827833","","36.89","42.9","42.96","43.01","43.1","43.5","43.4","","","43.65","43.89","44.88","43.39","","","","","","","","","","","","","","","",""
"5_C3P","Baja California Sur","SANTO DOMINGO","22.87","25.437","-111.842","","40.67","41.58","39.43","39.04","39.31","40.59","40","39.71","","40.62","39.72","36.84","","","","","","","","","","","","","","","","",""
"59.1","Baja California Sur","SANTO DOMINGO","48.32","24.9145","-111.608333","","65.4","60.26","56.76","","59.37","59.96","","","","58.8","59.15","","57.85","57","57.4","64.3","50.55","","63.08","","","","","","","","","",""
"57_611_2","Baja California Sur","SANTO DOMINGO","33.86","24.920333","-111.683","","55.18","55","33.61","45.25","45.64","","46.64","46.9","","47.03","47.43","57.3","47.15","47.38","48.4","48.4","48.53","","47.92","","","","","","","","","",""
"56_1","Baja California Sur","SANTO DOMINGO","38.80","24.97","-111.7","","56.4","57.15","55.25","","","","","59.7","","","60.5","70.83","60.65","","","","69.14","","","","","","","","","","","",""
"55_7","Baja California Sur","SANTO DOMINGO","31.26","24.949167","-111.730333","","40.17","40.67","35.62","","45.52","42","41.76","44.1","","43.7","43.53","","45.27","43.12","50","44.47","50.73","","37.4","","","","","","","","","",""
"54-12","Baja California Sur","SANTO DOMINGO","47.85","24.9775","-111.649167","","65.64","65","61.67","","65.84","66.4","","67.13","","68.7","","","","","68.48","69.44","73.82","","69.82","","","","","","","","","",""
"53_5","Baja California Sur","SANTO DOMINGO","36.63","24.982","-111.753833","","48.85","49.11","48.36","57.21","58.14","58.11","","","","","52.9","","","","","","","","","","","","","","","","","",""
"53","Baja California Sur","SANTO DOMINGO","60.27","25.148833","-111.642","","52.13","","53.93","53.34","54.06","","54.39","62.9","","","","","","","","","","","","","","","","","","","","",""
"528","Baja California Sur","SANTO DOMINGO","12.15","25.5","-111.885333","","20.55","20.42","20.66","21","21.26","20.79","20.6","21.12","","20.26","","","17.76","","18.16","19","18.2","","","","","","","","","","","",""
"51_10","Baja California Sur","SANTO DOMINGO","29.36","24.934667","-111.817","","35.3","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50.26","Baja California Sur","SANTO DOMINGO","60.34","24.963667","-111.587833","","60.18","58.75","56.14","63","62.22","60","60.6","61.02","","61.85","62.13","","61.48","","62.24","62.85","","","63.17","","","","","","","","","",""
"5","Baja California Sur","SAN JOSÉ DEL CABO","76.12","23.176167","-109.7205","","18.05","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48_AH_180_ROASA","Baja California Sur","SAN JOSÉ DEL CABO","40.76","23.146333","-109.691167","16.09","13.56","5.23","7.15","8.5","9.18","3.54","","3.37","3.47","4.28","4.33","5.18","5.69","6.9","8.98","11.22","8.5","13.78","","7.19","","","","","","","","",""
"48_08","Baja California Sur","SANTO DOMINGO","41.96","25.021167","-111.735833","","65.57","62.9","60.1","60.94","63.57","63.26","61.74","61.74","","60.65","67.2","","69.63","","76.25","","","","72.8","","","","","","","","","",""
"48_02","Baja California Sur","SANTO DOMINGO","52.11","25.018","-111.675833","","73.92","72.87","71.81","77.36","","","","","","","","","","","","","","","","","","","","","","","","",""
"47 TMI_PBPI","Baja California Sur","SANTIAGO","61.60","23.541333","-109.664167","","17.48","","","18.68","","","","","","","6.69","","","","","","18.68","","","18.15","","","","","","","","",""
"46_24","Baja California Sur","SANTO DOMINGO","36.65","25.0225","-111.785333","","45.32","45.26","48.14","52.3","53.34","52.01","42.3","","","","","53.76","53.8","54.23","54.9","54.92","58.76","","55.5","","","","","","","","","",""
"45_20","Baja California Sur","SANTO DOMINGO","31.23","25.018","-111.833667","","39.61","39.52","41.13","41.48","","","","","","46.6","47","41.47","41.26","","","","","","41.73","","","","","","","","","",""
"44_75_76","Baja California Sur","SANTO DOMINGO","57.63","25.005833","-111.618333","","66.95","70.52","65.9","","","","","","","72","","82.21","82.21","71.15","71.4","","","","","","","","","","","","","",""
"43_TMI","Baja California Sur","SANTIAGO","58.60","23.563833","-109.644667","","19.5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42_34","Baja California Sur","SANTO DOMINGO","54.33","25.077","-111.7","","63.37","70","54.76","60.12","61.08","60","74.3","74.3","","65","70.5","74.26","61.85","61.8","61.9","62.8","62.47","","62.73","","","","","","","","","",""
"42_06","Baja California Sur","SANTO DOMINGO","44.82","25.112833","-111.7275","","58.94","60","60.13","60.26","","60.96","60.35","61.1","","","","","","","64.86","67.78","61.42","","66","","","","","","","","","",""
"42975","Baja California Sur","SANTO DOMINGO","63.48","25.197167","-111.655833","","64.15","65.76","66.18","65.64","66.6","","","57.14","","66.94","67.5","57.42","","70.2","70.87","70","72","","73.76","","","","","","","","","",""
